,level_0,index,YearStart,QTarget,Latitude,Longitude,Q1,Q2,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q15,Q17,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q32,Q33,Q34,Q39,Q43,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q70,Hispanic,Black,Male,Overall,White,Female
317,289.0,289.0,2021.0,39.6,64.84508,-147.72206,54.8,93.6,54.1,61.0,34.2,32.5,4.7,18.3,81.7,4.9,14.3,48.6,26.3,32.2,49.2,29.6,29.5,26.4,42.7,12.5,27.0,87.6,31.5,74.3,6.1,7.9,74.4,57.1,44.5,5.1,33.8,22.3,34.9,64.5,8.5,15.5,3.3,3.9,16.9,0.0,0.0,0.0,0.0,0.0,1.0
318,467.0,467.0,2017.0,39.1,43.65595,-71.50036,55.6,98.0,56.2,61.2,30.1,27.5,4.2,15.2,84.8,4.0,13.3,46.6,30.3,40.0,56.5,26.0,31.1,22.7,39.0,16.2,26.6,93.3,30.1,81.7,7.7,7.2,68.8,66.3,45.1,4.7,42.2,25.3,25.4,56.1,7.2,13.0,2.5,4.0,14.5,0.0,0.0,0.0,0.0,0.0,1.0
319,372.0,372.0,2017.0,39.9,42.4694,-93.81649,50.4,96.6,58.7,66.9,30.5,32.4,4.5,21.8,78.2,4.6,21.1,46.5,26.0,33.2,48.9,28.4,31.8,20.0,43.7,9.2,32.4,89.8,32.1,78.8,6.5,9.9,70.5,62.2,46.4,3.4,28.2,24.5,36.6,70.8,7.0,14.6,2.2,3.4,16.3,0.0,0.0,0.0,0.0,1.0,0.0
320,495.0,495.0,2017.0,46.9,39.49324,-117.07184,44.3,95.2,60.7,57.6,33.6,25.1,6.2,25.7,74.3,4.5,17.9,50.2,20.3,24.6,35.7,35.6,33.7,29.5,39.5,10.4,32.6,91.4,31.4,72.5,7.0,10.4,72.9,61.3,32.8,3.5,32.3,28.0,26.7,65.7,19.2,20.3,2.4,4.1,17.6,0.0,0.0,0.0,1.0,0.0,0.0
321,137.0,137.0,2021.0,56.0,31.31266,-92.44568,58.5,98.1,77.5,60.4,41.6,40.6,6.0,46.0,54.0,5.0,14.7,51.9,29.9,35.7,53.7,48.3,40.1,59.1,52.5,12.3,46.4,92.5,35.2,83.1,8.4,17.5,83.5,64.3,35.3,5.5,23.5,33.0,45.2,74.6,7.0,25.4,3.3,4.2,21.2,0.0,1.0,0.0,0.0,0.0,0.0
322,197.0,197.0,2021.0,49.7,35.68094,-85.77449,47.7,95.8,68.2,64.2,35.7,28.3,5.3,26.2,73.8,6.0,18.5,48.2,25.4,32.0,48.8,39.7,40.2,33.7,49.7,7.0,40.2,89.6,40.9,77.8,9.7,13.6,78.5,66.8,39.1,4.7,24.2,26.7,32.8,73.6,15.5,18.7,3.0,4.1,21.0,0.0,0.0,1.0,0.0,0.0,0.0
323,490.0,490.0,2017.0,43.4,39.49324,-117.07184,35.7,88.6,64.0,46.9,38.6,34.1,8.0,40.4,59.6,4.1,17.5,55.0,8.5,11.9,16.5,49.7,43.9,37.3,37.2,5.6,23.4,85.7,28.1,56.6,3.1,8.3,60.6,63.2,25.4,2.7,30.2,37.7,26.4,68.2,39.0,27.8,1.3,3.3,14.2,1.0,0.0,0.0,0.0,0.0,0.0
324,329.0,329.0,2017.0,43.0,37.63864,-121.0,51.4,97.9,56.6,59.2,24.4,23.6,5.6,23.5,76.5,3.2,12.3,53.9,23.2,33.6,45.4,32.3,28.1,33.4,43.6,9.9,26.3,93.1,27.3,75.0,4.8,10.0,65.9,60.9,42.8,3.9,41.2,21.1,25.8,55.4,11.2,18.1,2.6,3.9,7.8,0.0,0.0,0.0,0.0,0.0,1.0
325,332.0,332.0,2017.0,40.5,37.63864,-121.0,46.8,97.7,57.7,59.3,22.1,24.3,5.0,23.6,76.4,4.1,17.6,51.9,19.4,29.6,39.1,31.8,26.4,28.8,41.1,7.9,28.4,92.2,29.2,71.1,4.5,10.5,66.8,62.7,39.8,3.5,36.6,20.0,25.1,60.9,12.6,17.6,2.5,3.6,11.3,0.0,0.0,0.0,1.0,0.0,0.0
326,246.0,246.0,2021.0,58.9,32.74551,-89.53803,59.8,98.5,86.7,56.8,42.8,41.5,6.2,46.8,53.2,4.4,11.5,49.2,28.2,33.1,46.5,52.1,45.3,61.2,60.4,10.7,49.0,88.3,36.8,84.5,5.8,16.2,86.5,61.0,32.8,4.7,21.0,37.7,47.0,77.4,14.3,25.8,2.8,3.8,18.9,0.0,1.0,0.0,0.0,0.0,0.0
327,294.0,294.0,2021.0,37.7,47.52228,-120.47001,47.0,95.6,60.9,70.9,18.9,27.7,4.1,19.1,80.9,5.1,18.9,39.7,21.4,28.5,37.5,25.6,20.3,19.4,36.6,7.4,32.3,87.1,35.6,68.3,4.7,9.2,65.8,60.7,43.6,4.2,30.0,16.4,28.3,68.4,9.0,13.9,2.6,3.1,12.1,0.0,0.0,1.0,0.0,0.0,0.0
328,79.0,79.0,2021.0,39.5,46.35565,-94.7942,47.1,97.2,55.8,72.8,27.2,30.8,3.7,17.3,82.7,4.6,18.4,38.8,24.9,32.5,44.9,24.7,27.3,18.9,33.2,8.6,31.0,90.7,32.7,79.7,5.0,9.0,67.1,57.9,53.4,4.1,31.0,19.0,32.4,67.6,4.2,11.8,2.2,2.9,13.6,0.0,0.0,0.0,0.0,1.0,0.0
329,291.0,291.0,2021.0,32.7,34.86597,-111.76381,45.6,99.8,76.7,55.5,34.233333333333334,41.8,5.333333333333333,27.333333333333332,73.5,4.466666666666666,18.9,50.4,24.8,34.4,45.9,45.2,36.8,34.5,40.1,13.1,38.5,91.2,33.1,78.4,5.8,14.1,71.7,62.833333333333336,31.1,6.0,19.4,25.6,42.4,78.5,10.6,23.2,4.7,4.7,14.4,0.0,1.0,0.0,0.0,0.0,0.0
330,470.0,470.0,2017.0,37.8,43.65595,-71.50036,41.8,97.3,63.3,62.8,25.2,30.8,4.5,18.0,82.0,5.1,24.3,52.0,22.6,33.5,47.1,29.6,30.3,21.1,38.8,10.1,33.5,92.2,31.8,77.8,5.6,9.7,74.2,58.3,42.6,2.9,25.7,22.3,30.6,73.2,10.7,14.8,2.3,3.9,16.8,0.0,0.0,1.0,0.0,0.0,0.0
331,485.0,485.0,2017.0,40.9,40.13057,-74.27369,48.5,97.4,60.8,64.5,35.6,25.5,5.0,21.0,79.0,4.2,18.5,50.2,26.9,36.7,47.6,28.7,36.0,25.2,36.1,8.3,34.3,94.9,35.9,79.4,6.5,9.5,71.4,65.1,44.0,4.1,35.7,26.7,26.7,63.1,6.5,15.3,2.7,4.1,14.9,0.0,0.0,0.0,0.0,1.0,0.0
332,513.0,513.0,2017.0,33.3,42.827,-75.54397,47.9,97.2,51.6,61.3,27.7,25.9,4.6,19.1,80.9,4.4,19.2,47.8,26.2,39.0,47.5,26.5,30.4,23.5,37.5,8.8,28.7,93.1,32.8,77.6,6.2,9.0,65.1,60.6,43.0,3.9,37.3,22.5,25.3,60.7,6.6,13.2,2.4,3.5,15.5,0.0,0.0,0.0,0.0,1.0,0.0
333,127.0,127.0,2021.0,50.4,38.84384,-106.13361,62.5,96.86666666666667,75.5,70.7,30.4,43.6,5.1,33.8,66.2,5.3999999999999995,16.5,50.1,21.3,38.2,53.6,44.3,23.3,46.0,46.666666666666664,9.7,36.1,87.5,30.9,74.8,7.7,10.7,77.63333333333333,61.70000000000001,37.8,5.3,32.1,21.8,30.6,65.7,7.4,19.5,3.1,3.8,14.1,0.0,1.0,0.0,0.0,0.0,0.0
334,366.0,366.0,2017.0,31.9,21.30485,-157.85775,42.4,96.8,49.6,53.7,21.9,21.8,5.2,13.1,86.9,4.8,22.0,48.9,22.7,37.1,36.9,19.4,20.7,19.5,40.2,7.3,25.5,86.0,31.1,66.9,4.0,5.2,57.7,54.6,39.7,3.5,43.9,16.7,17.3,52.9,7.6,9.3,2.6,3.7,12.0,0.0,0.0,0.0,0.0,1.0,0.0
335,596.0,596.0,2017.0,40.0,44.39319,-89.81637,45.2,95.4,56.1,48.7,29.3,30.1,4.9,21.3,78.7,4.7,29.2,50.8,21.1,31.0,45.9,29.4,28.6,23.1,35.6,6.8,33.9,88.2,34.4,71.1,4.3,10.3,76.9,68.4,32.5,3.1,24.5,21.9,32.4,74.4,10.7,16.6,2.1,3.4,17.1,0.0,0.0,1.0,0.0,0.0,0.0
336,233.0,233.0,2021.0,45.3,33.99882,-81.04537,55.4,98.0,77.3,53.2,32.9,43.9,5.8,29.2,70.8,5.6,13.0,42.0,27.5,33.0,53.1,37.9,33.9,51.0,47.4,9.9,47.6,91.8,35.0,82.9,6.2,17.3,81.6,58.9,34.8,5.4,20.0,28.8,45.7,78.4,14.3,20.5,3.1,4.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0
337,47.0,47.0,2021.0,42.8,43.23554,-108.10983,48.3,95.8,54.2,60.5,29.9,29.3,5.0,20.7,79.3,5.0,15.8,35.3,25.4,30.7,46.1,22.6,29.6,20.5,29.2,9.6,31.1,86.9,32.8,74.6,6.4,8.5,64.3,60.0,38.4,4.6,30.4,22.3,31.3,67.9,15.2,13.7,2.7,3.7,16.2,0.0,0.0,0.0,0.0,1.0,0.0
338,461.0,461.0,2017.0,48.3,38.63579,-92.5663,53.3,96.7,60.0,66.7,33.9,29.5,6.1,26.1,73.9,4.7,19.1,52.4,29.1,38.6,53.3,36.0,38.6,27.7,46.3,8.5,32.2,90.1,33.4,80.7,8.7,10.3,70.8,64.5,44.8,4.2,29.4,29.2,32.0,68.4,13.5,18.8,2.8,4.4,20.2,0.0,0.0,0.0,0.0,1.0,0.0
339,267.0,267.0,2021.0,46.1,44.35313,-100.37353,43.7,96.3,62.5,75.6,30.8,36.7,4.2,25.1,74.9,5.4,24.4,36.7,20.5,23.9,34.3,25.8,23.5,15.9,36.7,5.9,38.9,83.0,38.9,73.3,5.7,11.9,67.2,63.5,46.4,3.3,23.5,22.5,39.7,75.7,9.7,14.4,1.9,3.0,15.9,0.0,0.0,1.0,0.0,0.0,0.0
340,455.0,455.0,2017.0,47.3,47.06653,-109.42442,45.2,93.9,52.4,60.7,30.8,23.0,5.3,21.5,78.5,4.6,19.5,54.4,25.6,34.3,50.2,31.5,33.8,24.8,47.7,9.1,29.0,87.0,26.6,71.8,6.2,7.9,68.2,57.7,40.8,3.6,35.9,25.0,25.3,62.3,12.7,16.0,2.5,4.1,17.1,0.0,0.0,0.0,1.0,0.0,0.0
341,152.0,152.0,2021.0,48.1,34.74865,-92.27449,55.8,96.2,65.7,65.7,39.0,32.9,6.2,32.3,67.7,6.1,12.3,49.9,34.4,40.0,55.5,38.1,40.1,32.1,47.4,8.9,42.0,90.3,38.8,79.8,10.7,12.4,78.2,61.5,45.5,5.6,27.7,29.8,37.6,70.6,8.1,21.0,3.8,4.7,21.3,0.0,0.0,0.0,0.0,1.0,0.0
342,214.0,214.0,2021.0,42.0,42.827,-75.54397,49.3,97.0,58.5,66.8,31.6,27.3,4.6,21.4,78.6,4.3,14.9,40.9,23.6,33.0,43.6,27.1,31.8,31.1,38.1,9.8,30.5,92.2,36.2,80.2,5.5,11.4,67.6,62.7,46.5,4.1,34.1,25.8,29.1,63.6,7.4,14.6,2.5,3.2,12.0,0.0,0.0,0.0,1.0,0.0,0.0
343,572.0,572.0,2017.0,39.2,43.62538,-72.51764,46.7,96.7,55.7,57.9,25.7,27.8,4.2,20.7,79.3,5.1,22.0,48.4,24.8,37.4,48.1,31.2,29.4,18.4,41.9,8.5,32.8,90.5,31.3,69.2,5.7,9.7,71.0,61.1,40.0,3.7,30.8,21.6,28.0,68.4,10.0,14.4,2.4,3.6,17.0,0.0,0.0,1.0,0.0,0.0,0.0
344,15.0,15.0,2021.0,56.4,42.4694,-93.81649,36.8,81.5,46.4,58.3,59.1,36.833333333333336,6.933333333333334,54.2,45.8,3.9,15.4,31.4,7.3,9.8,38.4,28.9,53.8,35.2,38.3,5.1,15.8,76.8,27.8,61.1,4.5,8.5,43.9,56.9,34.0,3.2,25.3,41.9,36.3,72.7,39.3,22.2,2.2,3.3,9.6,1.0,0.0,0.0,0.0,0.0,0.0
345,234.0,234.0,2021.0,36.6,39.00883,-75.57774,43.2,96.5,63.1,72.2,25.1,33.5,4.1,21.1,78.9,5.7,16.4,37.2,22.2,31.2,35.7,28.4,28.5,29.1,41.2,6.9,37.7,92.1,39.6,76.5,5.9,12.2,71.5,64.3,45.1,3.1,26.5,22.3,31.7,71.7,12.7,14.3,2.0,3.2,15.9,0.0,0.0,1.0,0.0,0.0,0.0
346,29.0,29.0,2021.0,37.6,42.4694,-93.81649,50.7,96.0,56.3,73.2,32.9,34.8,4.0,18.2,81.8,5.0,20.1,35.4,26.1,33.2,44.2,22.5,32.1,23.3,34.5,9.1,31.4,87.0,35.4,78.4,6.6,9.7,67.8,61.7,50.8,4.3,27.7,24.7,36.4,70.7,7.3,13.2,2.3,3.1,14.6,0.0,0.0,0.0,1.0,0.0,0.0
347,322.0,322.0,2017.0,42.0,34.86597,-111.76381,54.8,97.8,57.0,55.1,34.0,26.1,5.9,22.5,77.5,3.3,10.2,56.7,28.4,37.5,51.2,37.6,35.4,32.9,47.7,12.1,28.2,91.8,31.1,81.0,7.1,9.7,69.0,62.4,39.5,4.3,39.3,26.5,28.8,58.0,14.3,19.6,3.0,4.6,12.9,0.0,0.0,0.0,0.0,0.0,1.0
348,379.0,379.0,2017.0,42.1,38.34774,-98.20078,49.6,96.6,60.5,56.7,34.3,29.2,4.7,21.9,78.1,4.2,17.2,48.6,25.8,32.7,51.4,32.7,36.4,22.8,42.6,9.1,34.1,89.5,32.6,77.5,6.9,10.3,71.8,63.7,40.2,3.5,31.1,27.3,32.1,67.0,12.8,15.9,2.2,3.7,17.1,0.0,0.0,0.0,0.0,1.0,0.0
349,344.0,344.0,2017.0,42.3,38.90719,-77.03687,45.6,97.3,59.2,60.1,29.8,28.8,5.1,20.9,79.1,3.0,20.6,49.4,16.4,30.4,48.5,29.7,32.9,39.0,44.6,12.7,26.2,94.3,25.0,79.4,5.3,8.1,74.4,63.4,43.7,3.6,46.9,26.1,26.9,49.9,4.3,11.7,1.9,2.7,11.3,0.0,0.0,0.0,0.0,0.0,1.0
350,51.0,51.0,2021.0,44.9,34.86597,-111.76381,47.7,96.8,57.1,63.1,27.5,28.4,5.0,22.0,78.0,4.9,15.9,41.7,24.2,30.6,40.9,29.8,29.9,29.9,37.3,9.4,30.9,90.3,35.0,75.0,5.7,11.0,68.6,62.1,40.4,4.7,29.9,22.7,31.3,67.9,12.7,16.4,2.9,3.7,13.1,0.0,0.0,0.0,1.0,0.0,0.0
351,382.0,382.0,2017.0,51.7,37.64597,-84.77497,58.1,96.5,66.6,64.2,42.7,28.5,6.8,33.2,66.8,3.3,11.3,57.8,36.1,47.2,66.2,44.7,50.7,38.8,55.4,12.6,35.8,92.4,35.4,83.6,13.3,12.9,74.5,66.9,44.5,5.3,34.7,37.6,32.5,63.3,7.1,25.9,3.8,5.5,22.4,0.0,0.0,0.0,0.0,0.0,1.0
352,526.0,526.0,2017.0,46.3,33.99882,-81.04537,56.2,98.6,81.3,53.4,37.9,38.4,6.5,35.3,64.7,4.5,13.5,56.4,26.7,33.1,54.8,47.5,44.5,52.3,57.3,9.8,45.4,93.3,32.4,82.5,7.0,18.0,84.6,65.1,33.3,4.0,22.6,33.4,43.6,76.2,17.7,23.8,2.7,4.0,18.3,0.0,1.0,0.0,0.0,0.0,0.0
353,302.0,302.0,2017.0,50.4,32.84057,-86.63186,61.9,96.8,83.0,52.0,46.6,40.1,6.3,41.3,58.7,3.4,14.9,61.7,29.9,38.2,55.5,43.3,45.1,56.5,61.0,11.4,47.6,94.5,28.7,82.6,8.8,15.8,85.4,66.0,33.7,4.7,24.0,34.4,44.4,74.9,21.3,25.5,3.4,4.9,21.7,0.0,1.0,0.0,0.0,0.0,0.0
354,55.0,55.0,2021.0,42.3,44.66132,-84.71439,57.6,94.4,69.8,55.9,36.6,31.2,6.7,37.3,62.7,5.2,14.3,46.2,29.8,40.4,59.9,40.8,38.4,50.2,46.8,13.6,44.7,91.7,38.0,82.2,8.6,16.6,77.3,66.6,32.2,5.0,23.3,30.8,40.8,73.7,8.2,23.9,3.4,4.1,18.6,0.0,1.0,0.0,0.0,0.0,0.0
355,567.0,567.0,2017.0,40.4,37.54268,-78.45789,51.7,95.9,61.8,63.8,32.4,28.3,4.9,24.6,75.4,4.4,16.0,51.0,25.0,34.7,52.4,34.1,36.6,30.0,42.0,8.9,32.4,91.3,32.8,75.7,6.8,10.5,71.2,66.3,44.6,3.7,32.0,25.9,30.0,66.3,13.1,16.4,2.3,3.6,16.4,0.0,0.0,0.0,1.0,0.0,0.0
356,506.0,506.0,2017.0,44.4,44.56745,-120.15503,43.1,96.7,58.9,57.3,25.8,32.3,5.1,24.0,76.0,4.8,19.7,55.4,22.2,31.5,43.2,33.1,28.1,20.6,47.1,8.2,33.1,87.7,31.2,66.9,3.6,10.0,68.2,57.4,33.7,4.0,28.3,20.3,28.7,69.8,14.1,17.4,2.6,4.0,18.1,0.0,0.0,1.0,0.0,0.0,0.0
357,359.0,359.0,2017.0,44.7,32.83968,-83.62758,48.5,96.7,62.1,61.2,38.1,29.3,5.5,27.3,72.7,4.4,12.9,51.5,22.2,31.8,44.7,37.3,43.6,32.9,42.7,8.4,33.1,92.5,29.5,77.9,7.0,11.4,71.2,62.6,36.7,3.8,32.8,31.0,31.6,65.3,21.2,18.5,2.5,3.5,17.5,0.0,0.0,0.0,1.0,0.0,0.0
358,342.0,342.0,2017.0,49.7,41.56266,-72.64984,39.1,95.1,60.2,57.3,39.3,20.2,7.0,41.8,58.2,2.8,14.2,61.1,15.1,18.1,36.9,52.6,38.0,46.0,49.4,14.4,24.5,90.3,26.8,66.9,5.7,12.5,57.5,49.5,37.4,4.0,27.5,33.0,32.0,70.3,23.2,25.1,2.6,4.4,16.3,1.0,0.0,0.0,0.0,0.0,0.0
359,376.0,376.0,2017.0,38.2,21.30485,-157.85775,47.8,98.2,56.0,62.4,32.2,20.3,4.6,19.6,80.4,3.8,12.9,46.6,23.4,32.5,43.1,25.8,34.9,24.0,39.6,13.0,29.2,89.3,29.4,81.1,3.7,11.4,70.9,54.2,47.1,3.3,46.0,28.3,22.3,50.3,6.0,14.5,2.1,3.6,9.4,0.0,0.0,0.0,0.0,0.0,1.0
360,420.0,420.0,2017.0,60.5,44.66132,-84.71439,51.8,98.23333333333333,68.2,53.23333333333333,35.6,49.9,7.7,36.6,63.4,3.1,15.9,60.0,22.7,28.2,54.56666666666666,42.3,37.0,53.6,61.1,9.0,23.9,92.1,22.9,69.5,6.2,11.8,78.56666666666666,69.13333333333334,26.7,4.7,26.0,31.5,37.7,71.7,21.6,17.0,2.6,3.9,15.8,1.0,0.0,0.0,0.0,0.0,0.0
361,555.0,555.0,2017.0,48.8,31.82724,-99.42677,47.1,95.7,62.1,63.9,53.7,40.7,7.2,44.9,55.1,4.3,20.4,56.6,12.7,18.7,33.6,63.9,48.2,46.1,54.0,4.4,22.7,85.8,25.5,67.4,2.1,13.1,60.8,52.3,34.5,3.7,23.6,36.8,37.3,74.7,46.9,24.9,2.4,3.6,15.3,1.0,0.0,0.0,0.0,0.0,0.0
362,89.0,89.0,2021.0,38.7,41.56266,-72.64984,50.3,97.4,57.4,71.6,29.2,27.0,3.7,18.5,81.5,4.2,13.6,37.0,24.6,35.4,42.2,22.7,28.1,25.7,33.8,10.5,31.6,93.2,34.9,80.1,5.3,10.8,71.1,58.5,50.9,4.2,31.6,22.9,30.4,65.7,7.1,12.5,2.3,3.0,11.1,0.0,0.0,0.0,1.0,0.0,0.0
363,569.0,569.0,2017.0,37.8,37.54268,-78.45789,45.8,95.7,62.1,64.8,28.3,29.8,4.2,23.7,76.3,5.0,20.2,47.1,21.5,29.9,47.4,33.6,34.0,25.0,39.4,5.7,34.9,89.7,35.5,70.2,6.0,10.8,71.7,68.0,40.7,3.2,27.7,24.7,28.5,71.3,13.8,15.2,2.0,3.2,18.4,0.0,0.0,1.0,0.0,0.0,0.0
364,446.0,446.0,2017.0,46.1,47.06653,-109.42442,44.9,94.4,51.9,60.5,29.9,22.8,5.3,21.1,78.9,4.5,20.1,54.3,26.1,35.0,50.4,29.5,32.9,22.9,47.2,8.3,29.4,87.4,27.5,72.7,6.1,7.4,68.5,58.3,41.0,3.4,36.8,24.2,24.1,61.5,11.6,15.1,2.4,4.0,15.1,0.0,0.0,0.0,0.0,1.0,0.0
365,107.0,107.0,2021.0,37.9,21.30485,-157.85775,36.8,95.6,54.9,66.6,21.6,17.9,3.6,18.6,81.4,5.5,21.0,35.8,19.6,24.5,31.9,24.3,22.9,22.6,32.1,5.6,32.2,85.0,37.0,75.4,3.4,10.4,72.9,65.8,45.6,3.1,29.8,17.2,28.4,69.3,3.9,11.9,1.7,2.4,11.5,0.0,0.0,1.0,0.0,0.0,0.0
366,253.0,253.0,2021.0,50.3,34.86597,-111.76381,37.2,96.2,58.6,54.3,36.8,32.9,5.3,40.4,59.6,3.4,18.8,40.5,15.0,20.1,28.1,39.4,32.2,45.6,42.0,7.1,24.7,88.3,30.2,70.1,2.4,11.3,66.5,56.3,31.9,4.6,22.8,28.2,35.8,74.9,23.9,20.1,2.7,3.4,12.2,1.0,0.0,0.0,0.0,0.0,0.0
367,431.0,431.0,2017.0,39.7,46.35565,-94.7942,43.2,96.2,53.2,65.1,31.5,28.8,4.2,18.3,81.7,3.7,20.0,47.4,19.7,27.7,41.8,27.6,32.7,20.1,39.2,7.3,26.6,91.6,27.0,76.0,4.4,7.8,67.8,60.9,45.6,3.0,33.3,24.6,28.4,64.9,9.7,12.7,1.9,3.1,14.5,0.0,0.0,0.0,1.0,0.0,0.0
368,334.0,334.0,2017.0,34.1,38.84384,-106.13361,48.7,97.4,53.0,64.1,22.7,22.6,4.6,19.0,81.0,4.1,18.9,49.1,21.4,31.6,42.6,28.0,24.6,20.9,42.5,9.3,25.9,90.8,28.1,69.9,4.4,7.4,65.0,60.0,43.9,3.8,39.0,19.4,22.6,58.7,13.2,14.5,2.3,3.5,14.6,0.0,0.0,0.0,1.0,0.0,0.0
369,172.0,172.0,2021.0,50.7,35.68094,-85.77449,55.1,97.4,65.8,66.4,39.0,29.2,5.7,27.9,72.1,5.4,14.2,47.2,30.1,37.9,55.1,38.0,41.3,38.9,49.2,10.3,37.7,91.8,38.0,82.5,10.4,14.0,76.2,65.9,43.9,5.6,26.3,28.7,35.0,71.6,11.5,19.4,3.5,4.4,19.7,0.0,0.0,0.0,1.0,0.0,0.0
370,17.0,17.0,2021.0,47.8,35.46622,-79.15925,58.9,96.9,64.9,68.8,32.6,32.9,5.4,23.8,76.2,3.5,11.1,44.0,31.0,40.2,55.7,31.9,34.9,38.4,44.0,12.0,33.8,93.3,35.5,84.8,9.0,13.2,73.3,61.4,48.9,5.0,33.1,24.9,37.9,65.2,11.6,16.4,3.0,3.6,11.2,0.0,0.0,0.0,0.0,0.0,1.0
371,26.0,26.0,2021.0,41.5,37.54268,-78.45789,58.6,99.2,76.8,59.2,39.8,39.8,5.2,27.7,72.3,7.0,13.4,39.2,30.6,36.9,54.4,28.1,36.3,39.8,49.3,12.0,47.0,93.6,35.5,82.7,5.8,17.5,81.1,56.8,43.1,4.8,21.8,26.0,46.7,77.0,3.7,18.0,2.9,3.5,16.1,0.0,1.0,0.0,0.0,0.0,0.0
372,125.0,125.0,2021.0,36.5,41.56266,-72.64984,45.7,97.4,61.9,75.0,23.5,24.9,3.5,20.1,79.9,4.5,16.5,32.5,20.5,28.7,37.2,22.8,23.1,17.3,29.0,7.7,34.2,91.8,36.9,76.7,4.7,11.9,72.3,56.8,47.4,3.3,26.0,19.3,30.1,71.8,8.0,11.9,1.9,2.6,12.4,0.0,0.0,1.0,0.0,0.0,0.0
373,464.0,464.0,2017.0,64.3,41.64104,-99.36572,43.8,98.6,70.5,66.5,35.8,28.7,4.0,39.4,60.6,3.1,18.8,57.8,7.7,10.7,19.7,52.1,30.6,38.5,47.9,4.2,20.8,83.7,20.4,61.7,2.0,9.3,64.2,41.6,39.2,2.9,25.7,35.7,34.6,73.9,43.0,27.1,1.8,2.6,13.1,1.0,0.0,0.0,0.0,0.0,0.0
374,548.0,548.0,2017.0,44.9,35.68094,-85.77449,54.8,97.4,63.8,55.6,34.7,29.1,6.0,31.5,68.5,4.7,13.1,55.5,32.9,43.7,57.5,41.0,41.9,33.2,52.7,9.8,38.9,92.6,36.5,80.4,10.2,12.9,74.8,69.4,40.0,4.4,30.6,29.9,31.0,67.4,14.6,21.4,3.2,4.6,21.9,0.0,0.0,0.0,0.0,1.0,0.0
375,541.0,541.0,2017.0,41.7,44.35313,-100.37353,41.6,97.1,57.4,65.0,32.9,30.5,5.0,21.7,78.3,4.5,17.4,51.1,22.2,30.2,41.5,31.5,32.9,22.7,47.0,7.3,30.8,86.7,27.3,79.4,4.6,11.1,69.2,53.5,47.9,3.1,30.8,24.9,31.9,67.7,12.9,14.3,2.0,3.7,19.3,0.0,0.0,0.0,1.0,0.0,0.0
376,215.0,215.0,2021.0,42.2,31.82724,-99.42677,46.5,96.4,60.9,70.8,32.9,28.2,4.6,22.1,77.9,4.9,16.8,41.7,27.6,34.5,47.7,27.7,33.7,24.5,31.8,10.1,37.2,91.4,41.0,78.9,8.7,10.6,76.2,67.6,47.3,4.9,31.1,22.8,31.5,67.3,12.6,14.8,2.9,3.6,13.6,0.0,0.0,0.0,0.0,1.0,0.0
377,498.0,498.0,2017.0,54.1,42.827,-75.54397,49.6,96.1,61.2,56.5,39.6,24.7,7.2,50.6,49.4,3.2,17.6,54.9,16.5,21.8,37.7,60.2,44.0,52.0,55.3,9.3,27.4,89.2,32.0,70.7,3.9,11.7,65.9,57.6,37.7,4.2,30.9,37.1,27.1,67.6,25.5,27.3,2.6,4.3,12.1,1.0,0.0,0.0,0.0,0.0,0.0
378,33.0,33.0,2021.0,38.5,38.90719,-77.03687,45.2,97.9,61.5,70.8,26.6,23.9,3.5,21.0,79.0,3.9,22.5,40.2,17.8,28.1,36.8,28.5,25.5,33.4,30.0,11.6,27.9,92.9,30.6,70.8,4.6,7.7,69.9,56.4,52.1,4.8,43.2,15.8,24.7,55.4,3.4,13.6,2.5,2.6,9.5,0.0,0.0,0.0,1.0,0.0,0.0
379,43.0,43.0,2021.0,42.8,44.66132,-84.71439,58.8,97.5,58.6,70.8,34.6,30.2,5.3,22.5,77.5,4.1,12.3,44.1,33.9,42.5,57.0,30.6,34.6,32.0,41.3,14.7,32.6,92.4,35.3,84.2,8.6,10.3,73.8,65.5,51.0,5.9,33.5,27.0,34.9,63.9,3.9,17.4,3.5,4.3,15.9,0.0,0.0,0.0,0.0,0.0,1.0
380,271.0,271.0,2021.0,61.9,42.27687,-72.08269,55.4,94.0,56.8,57.9,44.2,41.1,4.9,53.5,46.5,4.4,13.1,70.5,17.4,24.2,36.1,56.0,49.3,65.8,73.3,10.9,23.0,84.5,32.5,73.4,4.4,10.5,57.6,56.2,46.0,4.3,29.5,40.7,35.9,68.2,9.4,21.5,3.4,3.7,9.5,1.0,0.0,0.0,0.0,0.0,0.0
381,323.0,323.0,2017.0,31.9,64.84508,-147.72206,42.6,93.1,62.2,46.3,25.9,35.1,4.5,16.1,83.9,6.1,24.9,50.7,19.0,23.7,38.9,31.8,30.6,21.3,43.8,5.8,35.5,83.5,32.2,60.4,5.0,7.5,80.4,73.6,33.1,3.7,28.5,21.1,32.6,70.1,13.8,17.0,2.4,3.4,24.2,0.0,0.0,1.0,0.0,0.0,0.0
