,level_0,index,YearStart,QTarget,Latitude,Longitude,Q1,Q2,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q15,Q17,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q32,Q33,Q34,Q39,Q43,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q70,Hispanic,Black,Male,Overall,White,Female
122,543.0,543.0,2017.0,47.9,35.68094,-85.77449,61.8,98.5,67.9,55.9,40.3,29.3,6.7,33.7,66.3,3.9,9.3,58.9,34.4,43.6,62.2,41.8,44.7,41.8,55.6,11.9,37.2,94.5,34.7,82.3,10.5,13.0,75.1,70.8,41.1,5.2,34.2,32.5,32.4,63.4,14.4,21.9,3.6,5.2,21.1,0.0,0.0,0.0,0.0,0.0,1.0
123,478.0,478.0,2017.0,38.5,43.65595,-71.50036,49.2,97.7,59.4,61.9,27.9,29.1,4.4,16.5,83.5,4.7,18.7,48.9,26.6,36.4,51.2,27.5,30.8,22.0,38.9,13.2,30.0,92.8,30.9,79.6,6.7,8.4,71.9,61.7,43.9,3.8,33.7,23.9,28.1,64.9,8.9,13.9,2.4,3.9,15.7,0.0,0.0,0.0,1.0,0.0,0.0
124,396.0,396.0,2017.0,38.3,39.76691,-86.14996,43.7,95.9,62.6,54.1,31.4,34.2,5.1,25.8,74.2,5.8,22.3,50.7,23.8,31.5,46.5,38.9,37.3,24.8,48.7,6.7,37.6,87.2,33.3,71.7,7.3,12.4,74.5,62.9,32.8,3.6,25.6,27.8,33.5,73.3,15.0,19.5,2.6,3.8,23.5,0.0,0.0,1.0,0.0,0.0,0.0
125,264.0,264.0,2021.0,58.8,32.74551,-89.53803,55.0,96.7,73.3,62.3,36.4,31.4,5.8,36.5,63.5,5.3,12.5,44.8,30.6,37.2,51.8,44.0,39.2,46.1,47.0,10.0,43.9,88.8,38.3,83.8,9.1,15.2,81.6,62.7,37.7,4.5,25.4,30.9,39.1,72.7,13.4,22.5,2.8,4.0,19.6,0.0,0.0,0.0,1.0,0.0,0.0
126,195.0,195.0,2021.0,37.7,40.13057,-74.27369,49.8,98.1,59.4,70.8,29.2,27.0,4.8,19.9,80.1,4.2,16.3,37.4,28.8,36.5,45.4,19.9,30.4,24.4,32.8,9.2,34.2,94.6,38.2,82.1,7.0,9.5,69.9,57.6,52.7,4.8,33.4,20.8,28.8,64.9,3.8,12.6,2.6,3.5,10.7,0.0,0.0,0.0,0.0,1.0,0.0
127,576.0,576.0,2017.0,40.3,37.54268,-78.45789,51.9,96.0,57.6,64.8,31.5,25.9,4.8,22.7,77.3,4.6,18.0,50.6,28.0,36.9,57.4,33.5,35.8,24.9,39.9,9.5,32.5,91.3,34.2,77.1,8.0,9.9,71.1,67.3,46.4,3.8,33.7,24.2,28.4,64.7,9.2,15.6,2.5,3.8,16.8,0.0,0.0,0.0,0.0,1.0,0.0
128,24.0,24.0,2021.0,39.8,39.00883,-75.57774,49.5,97.2,60.9,76.1,33.3,31.1,4.5,18.8,81.2,5.5,14.3,40.8,32.0,41.7,44.9,26.6,32.4,27.6,36.4,9.1,37.7,93.5,40.8,82.0,7.2,11.5,75.8,59.7,55.3,4.4,30.6,25.4,31.7,67.6,5.1,14.2,2.7,3.7,14.2,0.0,0.0,0.0,0.0,1.0,0.0
129,370.0,370.0,2017.0,41.3,21.30485,-157.85775,40.2,94.6,54.0,56.0,36.0,37.3,6.4,35.3,64.7,3.8,24.2,46.1,17.3,25.1,48.1,30.6,26.1,28.2,43.2,13.9,22.8,87.5,20.3,62.5,3.9,7.2,60.6,36.7,35.6,4.2,30.0,22.9,33.9,68.9,10.7,15.4,2.0,3.9,16.8,1.0,0.0,0.0,0.0,0.0,0.0
130,165.0,165.0,2021.0,46.4,43.68263,-114.36373,41.7,95.1,55.9,61.1,25.2,28.4,4.3,20.5,79.5,5.6,17.2,37.1,21.4,27.9,39.0,24.2,24.4,22.4,36.6,7.1,32.7,83.6,35.2,67.8,5.0,10.0,67.9,64.7,37.7,3.6,26.6,19.9,31.3,72.0,11.4,13.4,2.3,2.9,13.6,0.0,0.0,1.0,0.0,0.0,0.0
131,474.0,474.0,2017.0,47.3,40.13057,-74.27369,46.5,98.3,78.0,57.7,50.3,38.8,4.7,34.6,65.4,5.5,10.2,51.6,22.2,28.6,44.8,35.0,49.5,39.7,49.4,13.4,41.2,95.0,30.0,78.7,8.1,13.7,78.7,64.3,36.4,3.9,27.0,34.0,36.1,71.8,13.1,20.3,2.7,3.7,14.4,0.0,1.0,0.0,0.0,0.0,0.0
132,409.0,409.0,2017.0,83.0,42.27687,-72.08269,44.9,91.9,51.2,61.6,61.3,30.2,6.9,43.5,56.5,3.7,14.2,65.1,16.7,28.5,42.4,63.1,45.7,42.5,67.9,11.2,22.1,85.7,30.7,69.7,6.366666666666667,16.2,40.3,66.2,39.9,4.5,30.4,39.3,30.9,68.4,14.5,28.8,3.1,4.3,18.3,1.0,0.0,0.0,0.0,0.0,0.0
133,388.0,388.0,2017.0,43.0,39.76691,-86.14996,57.6,95.2,76.8,43.8,34.6,36.7,7.2,34.5,65.5,6.0,14.8,57.0,24.9,29.6,50.1,48.7,42.2,47.7,66.1,13.3,45.6,93.8,27.6,72.4,6.9,14.8,84.7,64.3,29.4,4.5,26.5,34.3,43.5,72.1,15.9,25.6,3.1,4.2,21.2,0.0,1.0,0.0,0.0,0.0,0.0
134,377.0,377.0,2017.0,41.5,42.4694,-93.81649,56.0,97.5,60.6,69.6,30.9,30.2,4.7,22.5,77.5,3.6,14.9,48.7,28.7,37.5,54.3,30.9,32.3,23.7,43.7,12.0,30.3,90.7,31.6,81.8,7.2,9.7,73.1,61.9,50.9,4.3,33.4,24.5,36.4,65.4,7.4,16.6,2.6,3.9,15.8,0.0,0.0,0.0,0.0,0.0,1.0
135,578.0,578.0,2017.0,38.5,43.62538,-72.51764,50.9,97.2,56.0,59.6,27.5,27.4,4.6,19.2,80.8,4.4,17.4,48.7,27.8,40.3,54.1,30.5,28.3,21.9,39.8,11.8,30.4,91.0,28.2,73.5,6.5,8.2,70.2,59.0,42.1,4.3,35.7,21.6,27.6,62.7,7.4,14.2,2.6,3.8,15.8,0.0,0.0,0.0,1.0,0.0,0.0
136,351.0,351.0,2017.0,45.4,32.83968,-83.62758,40.3,95.7,60.0,63.4,33.6,29.5,5.3,25.3,74.7,4.7,17.3,47.1,19.1,30.5,39.4,37.8,37.8,28.6,38.9,6.4,33.7,91.9,29.6,73.5,5.9,10.8,74.1,64.6,34.3,3.4,29.1,28.9,29.7,69.1,23.7,17.6,2.4,3.3,20.9,0.0,0.0,1.0,0.0,0.0,0.0
137,422.0,422.0,2017.0,44.8,44.66132,-84.71439,62.5,97.7,62.1,59.6,33.0,33.4,5.7,24.7,75.3,3.9,13.2,56.0,34.9,46.6,66.2,36.1,36.8,34.5,48.6,14.5,32.1,94.3,33.4,82.6,9.9,11.0,74.7,67.5,41.8,5.1,34.5,29.0,33.1,63.1,7.2,19.1,3.6,5.0,16.9,0.0,0.0,0.0,0.0,0.0,1.0
138,345.0,345.0,2017.0,37.4,37.63864,-121.0,41.1,97.3,59.1,59.5,19.3,25.1,4.3,23.6,76.4,4.6,23.1,48.9,15.5,25.5,33.2,31.1,23.8,21.8,37.4,5.9,30.5,91.3,31.1,67.7,4.2,11.0,67.6,64.3,36.6,3.1,32.2,18.9,24.5,66.3,14.0,17.0,2.3,3.3,14.9,0.0,0.0,1.0,0.0,0.0,0.0
139,465.0,465.0,2017.0,43.5,40.13057,-74.27369,47.2,97.5,63.1,63.4,37.2,26.6,5.0,25.4,74.6,4.2,16.7,52.5,22.9,33.8,44.7,34.8,39.9,31.3,43.2,8.6,33.0,94.6,33.3,76.0,6.1,11.0,69.2,61.3,41.3,3.9,36.0,29.0,27.2,62.6,13.1,18.4,2.6,3.9,13.7,0.0,0.0,0.0,1.0,0.0,0.0
140,391.0,391.0,2017.0,51.5,37.64597,-84.77497,53.1,95.9,66.7,60.8,41.7,31.5,7.3,35.5,64.5,5.1,15.8,57.7,32.4,41.9,58.3,47.1,46.4,38.2,55.7,10.7,39.4,90.9,36.1,80.8,12.2,12.9,77.8,66.4,40.9,4.9,30.7,34.4,34.3,67.8,9.1,25.5,3.6,5.4,24.6,0.0,0.0,0.0,1.0,0.0,0.0
141,247.0,247.0,2021.0,50.0,46.35565,-94.7942,40.9,97.6,76.1,51.4,29.4,31.9,7.1,35.7,64.3,4.5,12.5,49.1,16.0,26.1,44.6,38.6,32.1,48.2,53.7,10.2,28.3,87.5,24.6,81.3,4.4,10.1,74.9,61.1,32.7,4.0,29.5,24.6,36.4,67.9,8.4,15.0,2.8,2.9,13.0,0.0,1.0,0.0,0.0,0.0,0.0
142,256.0,256.0,2021.0,38.5,42.27687,-72.08269,52.2,97.8,57.8,75.6,27.5,25.7,4.1,18.0,82.0,3.8,17.7,37.4,28.3,37.9,50.9,22.4,26.8,21.6,30.4,12.7,31.5,93.3,37.7,79.4,6.7,8.9,66.6,66.5,60.4,4.4,36.8,18.2,26.8,61.2,2.1,11.3,2.5,3.1,11.0,0.0,0.0,0.0,0.0,1.0,0.0
143,500.0,500.0,2017.0,41.5,40.06021,-82.40426,45.4,96.3,59.6,64.0,32.7,31.4,5.3,26.3,73.7,5.9,26.0,49.4,24.0,31.2,48.2,36.1,34.1,26.6,44.7,7.2,36.5,89.8,32.3,72.6,6.6,11.2,72.9,64.5,36.3,3.9,27.0,28.1,33.5,71.9,11.9,18.8,2.6,3.9,22.4,0.0,0.0,1.0,0.0,0.0,0.0
144,73.0,73.0,2021.0,51.0,35.68094,-85.77449,55.5,97.2,62.4,68.1,39.3,27.5,5.5,26.4,73.6,5.7,13.7,46.4,32.7,41.5,58.1,36.9,42.7,36.0,46.6,9.8,37.6,92.1,40.5,83.0,10.7,13.8,75.8,68.4,46.4,5.4,27.1,29.3,33.0,70.7,9.9,19.0,3.5,4.5,20.1,0.0,0.0,0.0,0.0,1.0,0.0
145,160.0,160.0,2021.0,43.1,45.25423,-68.98503,50.8,82.0,56.8,71.6,35.1,27.7,4.3,19.5,80.5,5.0,15.3,44.0,31.1,40.2,53.0,25.7,32.4,25.1,39.4,12.5,33.9,70.6,35.4,78.3,9.0,10.4,71.8,61.1,50.0,4.7,32.2,26.5,31.9,65.9,7.2,14.8,3.0,3.8,15.6,0.0,0.0,0.0,1.0,0.0,0.0
146,390.0,390.0,2017.0,57.7,38.34774,-98.20078,46.2,94.0,53.6,57.4,38.5,33.0,6.5,35.9,64.1,3.6,19.9,59.3,15.4,23.1,42.2,38.1,43.3,37.2,53.0,7.5,22.9,86.3,23.1,60.9,2.4,11.7,60.0,54.4,31.2,3.6,24.3,30.8,37.7,73.7,26.4,16.4,2.4,3.1,15.9,1.0,0.0,0.0,0.0,0.0,0.0
147,148.0,148.0,2021.0,38.0,45.25423,-68.98503,36.4,91.96666666666665,55.7,50.9,57.3,31.833333333333332,5.466666666666666,29.833333333333332,73.9,4.8999999999999995,19.1,38.8,20.5,31.666666666666668,44.4,33.5,38.0,33.96666666666667,43.56666666666666,16.8,18.1,60.0,26.2,72.8,6.566666666666666,11.733333333333334,71.7,64.5,35.8,4.9,42.4,36.7,31.6,57.1,16.46666666666667,18.0,4.3,4.1,16.0,1.0,0.0,0.0,0.0,0.0,0.0
148,305.0,305.0,2017.0,32.8,64.84508,-147.72206,50.1,94.3,57.0,51.6,26.4,31.3,4.6,17.7,82.3,4.7,19.7,54.9,23.3,29.2,48.4,27.8,29.1,19.2,44.0,7.6,32.0,83.7,32.0,64.5,4.4,7.6,76.9,68.7,33.0,3.4,31.4,19.6,32.6,67.0,12.6,13.7,2.3,3.5,16.7,0.0,0.0,0.0,0.0,1.0,0.0
149,110.0,110.0,2021.0,43.4,40.13057,-74.27369,47.6,96.8,70.4,49.3,39.3,29.8,5.0,30.9,69.1,7.2,10.4,40.6,24.1,30.1,40.0,33.8,42.0,47.5,46.3,11.4,39.3,92.4,33.9,84.7,6.3,14.7,74.7,66.0,36.4,4.1,26.8,28.3,35.5,72.4,7.2,20.1,2.8,3.7,14.4,0.0,1.0,0.0,0.0,0.0,0.0
150,348.0,348.0,2017.0,44.3,39.00883,-75.57774,53.3,97.5,59.3,65.9,38.1,32.9,5.2,24.3,75.7,4.3,11.8,52.5,29.0,39.8,46.7,32.1,41.6,35.5,44.8,13.0,33.0,93.5,30.2,81.6,8.4,10.5,69.2,61.6,48.2,4.5,33.3,33.7,31.3,63.8,11.6,19.6,2.7,4.2,16.2,0.0,0.0,0.0,0.0,0.0,1.0
151,164.0,164.0,2021.0,37.8,37.54268,-78.45789,45.9,97.1,65.8,68.0,24.8,30.4,4.3,23.2,76.8,5.5,18.5,37.5,22.4,29.8,42.5,24.3,23.5,23.6,36.1,6.4,36.9,89.6,41.5,76.3,5.4,12.1,74.4,65.4,46.2,3.7,27.1,17.0,33.6,71.8,8.6,14.0,2.4,3.1,13.4,0.0,0.0,1.0,0.0,0.0,0.0
152,343.0,343.0,2017.0,52.2,38.90719,-77.03687,48.5,96.5,75.2,52.1,39.9,35.3,5.8,32.1,67.9,3.9,17.2,53.0,21.2,29.6,46.9,37.5,40.4,48.0,59.9,14.2,41.3,94.3,31.1,81.2,8.5,13.1,79.4,63.3,35.1,3.9,29.7,33.8,36.3,68.1,6.6,19.3,2.3,3.4,22.2,0.0,1.0,0.0,0.0,0.0,0.0
153,340.0,340.0,2017.0,36.1,41.56266,-72.64984,50.1,97.8,57.5,63.8,26.7,25.9,4.2,18.8,81.2,3.6,16.2,44.3,26.4,36.2,48.0,24.0,30.4,20.9,36.0,9.9,31.8,95.3,32.5,78.7,6.0,8.6,70.7,64.5,48.3,3.3,35.7,21.6,25.6,62.6,5.8,11.9,2.1,3.4,12.0,0.0,0.0,0.0,0.0,1.0,0.0
154,577.0,577.0,2017.0,38.0,43.62538,-72.51764,50.7,97.3,56.0,60.0,27.1,27.3,4.5,18.5,81.5,4.4,17.3,48.2,28.3,40.4,53.9,29.8,28.3,20.8,38.6,11.7,30.8,91.8,28.9,73.8,6.5,8.0,71.3,61.5,42.5,4.2,35.4,21.5,27.7,63.1,6.9,14.0,2.5,3.8,15.5,0.0,0.0,0.0,0.0,1.0,0.0
155,250.0,250.0,2021.0,45.6,47.52228,-120.47001,47.4,98.5,50.2,68.8,38.7,31.2,5.1,34.9,65.1,3.7,16.1,48.2,10.7,12.7,33.1,45.0,28.7,37.3,40.5,7.5,22.2,78.9,24.5,58.4,2.0,9.4,55.2,59.5,35.4,4.8,27.1,26.9,35.4,72.1,29.3,20.2,3.3,3.3,8.2,1.0,0.0,0.0,0.0,0.0,0.0
156,136.0,136.0,2021.0,52.9,38.34774,-98.20078,48.7,95.9,65.4,68.9,35.6,40.9,4.9,22.900000000000002,79.5,4.3,22.8,47.7,14.0,17.7,34.6,25.3,42.1,30.4,48.7,9.1,26.9,84.4,29.1,70.9,2.8,10.7,68.1,53.0,36.1,5.7,20.3,24.8,41.0,79.3,24.1,14.1,2.6,3.1,16.5,1.0,0.0,0.0,0.0,0.0,0.0
157,206.0,206.0,2021.0,39.2,41.64104,-99.36572,53.0,97.3,58.7,72.9,34.1,33.8,4.0,16.7,83.3,3.6,14.3,40.3,27.0,38.9,52.2,24.7,36.4,26.3,35.1,10.7,28.9,88.4,33.4,85.2,6.1,9.2,64.5,67.0,57.2,4.9,33.0,25.1,35.0,65.1,9.3,13.1,2.5,3.3,12.6,0.0,0.0,0.0,0.0,0.0,1.0
158,9.0,9.0,2021.0,36.8,43.65595,-71.50036,48.6,97.6,58.1,75.9,25.5,28.6,4.1,15.9,84.1,5.3,18.3,37.5,24.2,32.5,48.8,24.5,24.9,22.7,31.4,8.8,34.2,90.1,36.4,75.6,6.3,9.8,71.0,65.6,49.6,3.8,24.4,18.4,33.3,73.8,8.4,12.4,2.4,3.0,11.7,0.0,0.0,1.0,0.0,0.0,0.0
159,395.0,395.0,2017.0,38.9,39.76691,-86.14996,52.3,96.8,63.0,54.5,34.9,33.4,5.3,26.0,74.0,5.2,16.6,51.9,28.4,38.1,52.4,39.7,39.4,29.6,49.3,10.0,35.2,88.5,32.9,76.5,8.6,11.8,73.1,63.7,36.8,4.6,30.2,29.8,33.6,68.0,12.7,20.6,2.9,4.3,21.8,0.0,0.0,0.0,1.0,0.0,0.0
160,586.0,586.0,2017.0,43.3,43.23554,-108.10983,46.7,93.6,58.7,57.0,35.8,28.6,4.9,22.2,77.8,5.7,18.0,47.3,25.3,35.5,49.0,31.0,36.3,23.0,41.1,9.1,30.8,86.7,29.2,71.7,6.7,9.0,67.9,60.3,36.7,3.6,33.4,25.7,28.8,64.7,17.3,15.4,2.4,3.7,18.7,0.0,0.0,0.0,1.0,0.0,0.0
161,592.0,592.0,2017.0,57.3,38.66551,-80.71264,55.8,97.0,71.1,67.1,32.7,33.4,6.5,32.4,67.6,5.4,16.3,57.4,36.0,42.8,59.4,42.8,37.1,35.3,57.2,9.3,46.4,90.1,36.8,75.4,13.6,15.3,79.8,68.3,41.2,4.5,22.1,30.4,39.4,77.3,13.4,24.6,3.8,5.3,25.1,0.0,0.0,1.0,0.0,0.0,0.0
162,207.0,207.0,2021.0,37.6,43.62538,-72.51764,57.0,97.4,50.1,75.4,27.5,28.4,4.3,18.8,81.2,4.1,13.8,39.7,31.3,41.8,60.2,24.3,29.2,21.7,31.5,14.6,26.5,91.4,29.8,79.5,7.3,7.8,68.5,57.4,58.5,5.7,41.7,19.0,29.0,55.9,4.4,13.0,2.9,3.3,13.3,0.0,0.0,0.0,0.0,0.0,1.0
163,78.0,78.0,2021.0,40.5,44.66132,-84.71439,54.2,96.7,60.0,69.8,30.3,31.5,4.9,22.4,77.6,5.0,16.1,43.1,29.9,38.6,51.0,28.9,31.6,29.6,41.0,11.5,35.3,91.3,36.8,79.6,7.7,10.8,75.2,65.4,47.7,5.0,29.3,23.1,34.4,68.5,6.2,16.2,3.0,3.8,17.0,0.0,0.0,0.0,1.0,0.0,0.0
164,558.0,558.0,2017.0,42.5,39.3607,-111.58713,53.1,96.9,56.0,53.7,29.9,26.5,5.4,21.1,78.9,3.7,8.4,53.2,22.3,34.3,53.7,29.2,29.1,24.8,41.4,11.3,21.2,87.3,24.0,73.2,3.9,6.7,62.8,60.3,39.7,4.8,44.4,20.9,24.3,52.8,13.2,14.0,2.7,3.9,6.8,0.0,0.0,0.0,0.0,0.0,1.0
165,293.0,293.0,2021.0,42.8,64.84508,-147.72206,48.8,93.0,54.9,58.5,31.0,31.8,4.7,19.6,80.4,5.3,17.5,46.0,23.4,28.4,48.4,28.9,27.4,25.5,40.8,9.0,30.4,84.5,32.0,67.8,5.7,8.3,74.5,59.5,41.5,4.5,31.0,20.3,33.5,67.6,10.8,14.5,2.8,3.6,17.1,0.0,0.0,0.0,1.0,0.0,0.0
166,240.0,240.0,2021.0,47.0,38.63579,-92.5663,47.9,96.3,58.9,70.8,32.1,33.4,5.2,25.9,74.1,5.6,22.0,40.3,25.6,30.5,46.4,32.8,33.0,26.9,35.4,7.1,38.2,86.8,38.5,75.6,6.6,12.6,71.9,63.9,41.0,4.0,25.4,24.9,37.8,73.6,14.1,16.5,2.7,3.5,18.2,0.0,0.0,1.0,0.0,0.0,0.0
167,270.0,270.0,2021.0,36.6,47.52228,-120.47001,54.1,97.2,56.8,71.9,21.3,27.9,4.5,17.6,82.4,4.6,16.1,44.5,29.7,36.1,45.1,24.3,22.4,19.7,35.8,11.2,32.0,90.0,35.7,72.2,6.3,8.5,67.1,61.9,52.2,5.3,32.9,15.6,29.4,65.5,4.3,14.0,3.2,3.8,11.0,0.0,0.0,0.0,0.0,1.0,0.0
168,559.0,559.0,2017.0,42.9,31.82724,-99.42677,50.5,97.2,63.8,59.4,37.1,30.6,5.5,29.9,70.1,4.7,17.8,53.4,21.3,29.4,43.3,40.3,41.7,35.7,49.3,7.3,32.5,89.0,31.7,72.3,4.8,11.9,69.8,59.6,36.5,3.8,28.8,32.1,33.0,69.4,28.1,20.8,2.5,3.8,15.6,0.0,0.0,0.0,1.0,0.0,0.0
169,588.0,588.0,2017.0,42.5,43.23554,-108.10983,46.9,94.5,58.3,57.4,35.5,29.2,4.9,21.1,78.9,5.7,17.1,45.0,26.2,36.3,50.5,28.8,35.7,21.5,37.3,8.5,30.9,86.7,30.4,74.1,6.5,8.8,68.4,61.5,37.0,3.5,33.6,25.9,28.6,64.2,15.6,14.5,2.2,3.6,18.2,0.0,0.0,0.0,0.0,1.0,0.0
170,44.0,44.0,2021.0,39.2,42.4694,-93.81649,43.4,94.4,57.8,71.3,30.4,37.4,4.0,19.2,80.8,5.7,26.1,31.4,21.9,29.5,41.3,23.0,28.8,21.5,30.1,6.8,33.7,83.6,35.1,74.1,6.0,10.6,71.4,60.5,44.2,3.2,23.9,22.6,36.3,75.1,8.9,12.9,2.0,2.8,16.1,0.0,0.0,1.0,0.0,0.0,0.0
171,338.0,338.0,2017.0,38.4,41.56266,-72.64984,39.4,97.8,59.5,64.0,24.8,25.7,4.4,23.0,77.0,3.9,19.5,43.0,18.7,26.5,36.4,25.9,28.0,21.2,37.7,7.2,32.6,93.6,32.0,73.8,4.5,10.6,66.6,63.0,42.7,2.9,27.8,22.4,29.3,71.0,11.8,14.4,2.1,3.3,14.1,0.0,0.0,1.0,0.0,0.0,0.0
172,181.0,181.0,2021.0,37.9,43.62538,-72.51764,51.0,96.5,53.7,71.3,21.8,25.3,3.9,14.6,85.4,5.8,20.2,39.4,26.0,36.4,40.6,20.0,22.7,21.0,34.4,8.8,33.3,88.5,34.8,69.0,5.8,9.3,68.0,56.3,50.3,4.5,31.6,16.5,29.0,66.0,7.5,11.7,2.8,3.3,16.3,0.0,0.0,1.0,0.0,0.0,0.0
173,418.0,418.0,2017.0,50.4,31.31266,-92.44568,52.7,98.0,68.2,54.4,34.4,34.3,6.8,33.7,66.3,4.4,18.1,55.2,27.4,34.9,49.2,43.9,42.6,38.5,54.1,9.0,39.0,90.3,35.5,80.3,9.0,13.6,77.8,66.1,34.8,5.0,27.9,31.9,36.3,70.1,12.6,22.9,3.5,5.0,23.1,0.0,0.0,0.0,1.0,0.0,0.0
174,381.0,381.0,2017.0,39.5,39.76691,-86.14996,59.1,97.5,63.3,54.9,37.6,32.6,5.5,26.1,73.9,4.0,11.2,52.7,32.9,44.7,58.4,40.3,40.8,32.9,49.8,13.2,33.1,89.7,32.5,81.7,9.9,11.3,71.7,64.5,40.7,5.6,34.9,31.6,33.7,62.7,10.5,21.7,3.3,4.9,20.2,0.0,0.0,0.0,0.0,0.0,1.0
175,20.0,20.0,2021.0,39.3,39.3607,-111.58713,56.7,97.3,52.0,70.9,27.3,28.0,4.9,17.4,82.6,3.7,8.4,46.5,24.3,32.5,45.0,26.9,27.1,27.6,38.5,11.7,22.7,87.1,29.9,72.3,4.7,7.2,62.8,58.7,49.7,6.5,37.8,19.4,31.4,59.5,10.2,13.8,3.5,4.2,6.2,0.0,0.0,0.0,0.0,0.0,1.0
176,87.0,87.0,2021.0,28.3,39.29058,-76.60926,31.4,91.3,52.3,70.1,23.1,30.9,4.033333333333334,19.866666666666664,82.4,2.8,10.6,40.0,10.6,14.5,29.7,34.7,35.5,41.4,37.3,6.2,20.4,85.0,33.2,63.2,5.3999999999999995,6.6,65.8,60.2,31.4,3.2,23.5,32.8,35.5,75.0,42.4,16.5,2.0,2.4,6.1,1.0,0.0,0.0,0.0,0.0,0.0
177,40.0,40.0,2021.0,52.0,35.47203,-97.52107,54.5,96.8,63.6,67.5,42.5,33.1,5.3,27.0,73.0,3.1,7.5,50.4,31.0,39.0,52.4,36.0,39.5,40.0,53.2,13.5,35.4,85.9,35.8,81.7,8.9,12.2,76.6,67.4,44.4,6.5,29.3,31.0,39.0,68.3,13.9,21.0,3.5,4.3,16.8,0.0,0.0,0.0,0.0,0.0,1.0
178,140.0,140.0,2021.0,36.9,42.4694,-93.81649,51.2,96.3,56.7,74.3,32.7,34.1,4.0,17.7,82.3,4.9,21.1,35.2,28.1,34.6,45.6,21.4,31.3,21.6,33.4,8.8,32.5,87.9,36.5,80.3,7.0,9.7,68.2,61.9,53.0,4.2,27.3,23.6,36.6,71.2,4.4,12.1,2.3,3.0,14.6,0.0,0.0,0.0,0.0,1.0,0.0
179,186.0,186.0,2021.0,42.9,42.827,-75.54397,53.9,97.3,57.8,66.5,33.8,26.9,4.7,22.2,77.8,3.9,11.5,43.5,27.3,38.0,49.1,28.3,33.9,35.3,40.0,12.2,28.5,93.4,34.8,84.8,5.9,10.6,68.1,62.3,48.9,4.6,38.1,28.1,29.8,58.6,5.9,14.8,2.6,3.4,10.1,0.0,0.0,0.0,0.0,0.0,1.0
180,458.0,458.0,2017.0,48.5,38.63579,-92.5663,47.1,96.5,57.3,64.8,31.8,29.3,5.4,26.8,73.2,5.5,23.9,47.3,22.9,31.7,47.8,35.4,38.6,24.3,40.6,6.1,32.9,88.2,32.4,76.3,7.7,10.6,72.4,66.0,37.7,3.3,26.2,28.4,31.5,72.2,15.7,16.9,2.3,3.7,21.6,0.0,0.0,1.0,0.0,0.0,0.0
181,120.0,120.0,2021.0,36.4,43.65595,-71.50036,52.4,97.5,54.5,74.9,26.9,26.2,3.9,16.5,83.5,4.5,14.6,39.9,28.0,36.3,50.5,23.7,28.2,23.8,33.5,12.1,30.1,91.5,33.4,78.0,7.2,8.7,67.2,66.5,53.3,4.7,31.8,20.0,30.6,66.0,6.4,12.2,2.7,3.2,12.3,0.0,0.0,0.0,1.0,0.0,0.0
182,189.0,189.0,2021.0,34.3,38.84384,-106.13361,46.7,96.6,54.0,71.4,18.6,22.9,4.0,18.4,81.6,4.7,23.2,34.2,21.0,29.7,43.0,23.1,17.7,20.8,31.6,7.1,28.7,86.7,32.6,66.3,4.3,6.9,65.7,62.4,43.4,3.9,33.0,14.3,24.5,65.1,14.1,12.2,2.2,2.7,13.3,0.0,0.0,1.0,0.0,0.0,0.0
183,433.0,433.0,2017.0,43.3,44.66132,-84.71439,57.1,97.6,60.9,61.1,30.7,30.9,5.5,22.1,77.9,4.6,19.0,50.8,31.5,41.9,60.5,31.6,33.8,26.9,43.8,10.3,34.2,93.7,36.2,77.9,8.5,10.6,73.3,67.3,40.8,4.1,31.5,25.7,30.9,66.5,7.8,16.5,3.0,4.5,19.0,0.0,0.0,0.0,0.0,1.0,0.0
184,519.0,519.0,2017.0,53.1,35.47203,-97.52107,52.4,98.0,65.1,69.0,39.4,32.0,6.2,27.3,72.7,5.2,13.4,54.6,30.9,40.1,57.5,37.2,41.2,29.2,47.0,9.7,39.0,88.0,37.0,80.9,9.3,12.5,77.6,69.5,45.1,4.5,29.0,33.1,36.3,69.6,16.4,19.8,3.1,4.6,18.9,0.0,0.0,0.0,0.0,1.0,0.0
185,564.0,564.0,2017.0,35.6,47.52228,-120.47001,41.0,97.1,57.2,62.2,21.3,28.1,4.8,22.3,77.7,4.8,19.5,52.4,19.8,27.6,37.2,29.4,23.1,17.1,45.1,7.1,33.3,89.7,31.3,66.3,5.3,9.4,69.0,62.9,40.9,3.3,29.8,18.2,28.2,68.9,12.1,15.5,2.4,3.6,14.8,0.0,0.0,1.0,0.0,0.0,0.0
186,236.0,236.0,2021.0,54.5,40.48501,-88.99771,48.7,92.5,63.0,74.4,36.9,35.3,5.5,23.0,77.0,5.4,18.5,37.6,18.7,28.2,37.7,23.8,31.9,20.5,40.3,6.4,32.5,88.5,32.9,77.7,5.4,11.4,71.6,55.0,46.0,3.5,25.8,24.9,33.6,72.7,7.9,13.9,2.2,3.2,13.3,0.0,0.0,1.0,0.0,0.0,0.0
